accuracy,0.7422680412371134,0.0002986408647188206,LogisticRegression,25,"['NM_003095', 'NM_003090', 'Contig40019_RC', 'NM_003875', 'NM_018089', 'AL137514', 'NM_020974', 'NM_018031', 'Contig53223', 'NM_000407', 'Contig25055_RC', 'NM_016337', 'Contig38726_RC', 'Contig47544_RC', 'NM_003366', 'AF260665', 'NM_016066', 'Contig412_RC', 'NM_001913', 'AF161451', 'NM_006115', 'AL080059', 'Contig51882_RC', 'NM_000127', 'Contig44278_RC', '0', '1', '2', '3', '4', '0_rbf', '1_rbf', '2_rbf', '3_rbf', '4_rbf']","[21.84675312 21.95499976 21.97748256 21.97848448 22.10161231 22.17707101
 22.21970958 24.19226407 22.9164685  22.74988198 23.37694678 23.16653049
 24.33208717 22.71412448 22.38359973 22.69645906 24.33229842 29.70040921
 31.0680938  26.32523257 32.93432149 33.6883759  26.20869012 25.38351986
 27.24555699]",Aug_ReliefF,0,1.2225322276353836,ARFF_Breast,97,24188,LOOCV
MCC,0.48271486432334376,0.0002986408647188206,LogisticRegression,25,"['NM_003095', 'NM_003090', 'Contig40019_RC', 'NM_003875', 'NM_018089', 'AL137514', 'NM_020974', 'NM_018031', 'Contig53223', 'NM_000407', 'Contig25055_RC', 'NM_016337', 'Contig38726_RC', 'Contig47544_RC', 'NM_003366', 'AF260665', 'NM_016066', 'Contig412_RC', 'NM_001913', 'AF161451', 'NM_006115', 'AL080059', 'Contig51882_RC', 'NM_000127', 'Contig44278_RC', '0', '1', '2', '3', '4', '0_rbf', '1_rbf', '2_rbf', '3_rbf', '4_rbf']","[21.84675312 21.95499976 21.97748256 21.97848448 22.10161231 22.17707101
 22.21970958 24.19226407 22.9164685  22.74988198 23.37694678 23.16653049
 24.33208717 22.71412448 22.38359973 22.69645906 24.33229842 29.70040921
 31.0680938  26.32523257 32.93432149 33.6883759  26.20869012 25.38351986
 27.24555699]",Aug_ReliefF,0,1.2225322276353836,ARFF_Breast,97,24188,LOOCV
AUC,0.8248081841432225,0.0002986408647188206,LogisticRegression,25,"['NM_003095', 'NM_003090', 'Contig40019_RC', 'NM_003875', 'NM_018089', 'AL137514', 'NM_020974', 'NM_018031', 'Contig53223', 'NM_000407', 'Contig25055_RC', 'NM_016337', 'Contig38726_RC', 'Contig47544_RC', 'NM_003366', 'AF260665', 'NM_016066', 'Contig412_RC', 'NM_001913', 'AF161451', 'NM_006115', 'AL080059', 'Contig51882_RC', 'NM_000127', 'Contig44278_RC', '0', '1', '2', '3', '4', '0_rbf', '1_rbf', '2_rbf', '3_rbf', '4_rbf']","[21.84675312 21.95499976 21.97748256 21.97848448 22.10161231 22.17707101
 22.21970958 24.19226407 22.9164685  22.74988198 23.37694678 23.16653049
 24.33208717 22.71412448 22.38359973 22.69645906 24.33229842 29.70040921
 31.0680938  26.32523257 32.93432149 33.6883759  26.20869012 25.38351986
 27.24555699]",Aug_ReliefF,0,1.2225322276353836,ARFF_Breast,97,24188,LOOCV
PR-AUC,0.7824492588039276,0.0002986408647188206,LogisticRegression,25,"['NM_003095', 'NM_003090', 'Contig40019_RC', 'NM_003875', 'NM_018089', 'AL137514', 'NM_020974', 'NM_018031', 'Contig53223', 'NM_000407', 'Contig25055_RC', 'NM_016337', 'Contig38726_RC', 'Contig47544_RC', 'NM_003366', 'AF260665', 'NM_016066', 'Contig412_RC', 'NM_001913', 'AF161451', 'NM_006115', 'AL080059', 'Contig51882_RC', 'NM_000127', 'Contig44278_RC', '0', '1', '2', '3', '4', '0_rbf', '1_rbf', '2_rbf', '3_rbf', '4_rbf']","[21.84675312 21.95499976 21.97748256 21.97848448 22.10161231 22.17707101
 22.21970958 24.19226407 22.9164685  22.74988198 23.37694678 23.16653049
 24.33208717 22.71412448 22.38359973 22.69645906 24.33229842 29.70040921
 31.0680938  26.32523257 32.93432149 33.6883759  26.20869012 25.38351986
 27.24555699]",Aug_ReliefF,0,1.2225322276353836,ARFF_Breast,97,24188,LOOCV
