index,value,infrence_time,Learning algorithm,Number of features selected (K),chosen_features,Selected Features scores,Filtering Algorithm,Fold,fs_time,Dataset Name,Number of samples,Original Number of features,CV Method
PR-AUC,0.7495189995189995,0.025824181114633877,KNeighborsClassifier,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
infrence_time,0.025824181114633877,0.025824181114633877,KNeighborsClassifier,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
accuracy,0.7833333333333333,0.0163154107828935,GaussianNB,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
MCC,0.5570706251171438,0.0163154107828935,GaussianNB,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
AUC,0.8327228327228327,0.0163154107828935,GaussianNB,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
PR-AUC,0.8026358911583598,0.0163154107828935,GaussianNB,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
infrence_time,0.0163154107828935,0.0163154107828935,GaussianNB,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
accuracy,0.8,0.017934219911694527,SVC,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
MCC,0.5466882353208311,0.017934219911694527,SVC,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
AUC,0.9023199023199023,0.017934219911694527,SVC,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
PR-AUC,0.822660700643894,0.017934219911694527,SVC,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
infrence_time,0.017934219911694527,0.017934219911694527,SVC,50,"['D87465_at', 'M25667_at', 'X69398_at', 'HG4460-HT4729_at', 'U82306_at', 'M23379_at', 'L09229_s_at', 'U90716_at', 'U05291_at', 'Y00414_s_at', 'D80004_at', 'U22816_at', 'U41737_at', 'HG4318-HT4588_s_at', 'HG4011-HT4804_s_at', 'U60519_at', 'L10333_s_at', 'HG2417-HT2513_at', 'D83018_at', 'L18983_at', 'Y09616_at', 'D31763_at', 'U90912_at', 'HG2994-HT4850_s_at', 'Z18956_at', 'J02611_at', 'U63455_at', 'U08998_at', 'M98539_at', 'D78012_at', 'U95740_rna2_at', 'X15882_at', 'L13923_at', 'U51477_at', 'X63657_at', 'U49441_at', 'X62573_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 7.9764944   7.99902914  8.04880439  8.09506027  8.09591221  8.27819842
  8.20310953  8.11449557  8.11835093  8.12113498  8.12481538  8.33002164
  9.43855626 10.72653285  9.88510044  8.97053881  9.8879092  10.12301733
  9.91278516  8.36716975  8.7848198  10.0146656   8.42080456  8.42219271
  8.55300267 10.29395091  8.85400359 10.95902191  8.46543726  8.38793776
 10.29978058  9.53859686  8.3741367   9.34186107  9.58116466  8.60918671
  8.50668192  9.36274979 11.12721798 13.50495122 12.17170942 13.74546908
 11.21457882 12.06783649 12.03831051 14.12499387 12.65503171 13.47744784
 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
accuracy,0.8,0.18280462473630904,LogisticRegression,100,"['U57092_at', 'X13461_s_at', 'L11373_at', 'D83243_at', 'U78180_at', 'M30257_s_at', 'AC002045_xpt1_at', 'M80899_at', 'D17793_at', 'U66619_at', 'X62573_at', 'L09229_s_at', 'U90716_at', 'M92303_at', 'S66541_s_at', 'M96739_at', 'U49441_at', 'X57766_at', 'X63657_at', 'L13923_at', 'M97287_at', 'D78012_at', 'M98539_at', 'U08998_at', 'U63455_at', 'J02611_at', 'M34516_r_at', 'U28811_at', 'D13900_at', 'J00073_at', 'Y00414_s_at', 'Z18956_at', 'HG2994-HT4850_s_at', 'X52896_s_at', 'D80004_at', 'M29277_s_at', 'U37673_at', 'HG4460-HT4729_at', 'X76302_at', 'U90912_at', 'D31763_at', 'M17863_s_at', 'L18983_at', 'X69398_at', 'Y07604_at', 'D83018_at', 'U60519_at', 'U22816_at', 'U75276_s_at', 'M74715_s_at', 'HG4011-HT4804_s_at', 'D87445_at', 'D28483_at', 'HG4318-HT4588_s_at', 'AC002115_cds3_at', 'M23379_at', 'U41737_at', 'X74801_at', 'U05291_at', 'U30827_s_at', 'U33448_s_at', 'U41767_s_at', 'HG2566-HT4867_at', 'U82306_at', 'U79667_s_at', 'HG2525-HT2621_at', 'L10333_s_at', 'HG2417-HT2513_at', 'AF005775_at', 'D30756_at', 'Y09616_at', 'D86977_at', 'L14848_s_at', 'X15880_at', 'X69636_at', 'Y10615_at', 'AF002700_at', 'U07563_cds1_at', 'M25667_at', 'X02875_s_at', 'U95740_rna2_at', 'X15882_at', 'D42108_at', 'U51477_at', 'AFFX-CreX-5_at', 'M55593_at', 'D87465_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 6.44757843  6.4798185   6.57460093  6.64386189  6.58153906  6.61613793
  6.67726757  6.68969328  6.97576798  6.78205552  8.50668192  8.20310953
  8.11449557  7.19679222  7.03084876  7.50183334  8.60918671  7.70977054
  9.58116466  8.3741367   6.90920089  8.38793776  8.46543726 10.95902191
  8.85400359 10.29395091  7.45974582  7.63876961  7.39054355  7.05213084
  8.12113498  8.55300267  8.42219271  7.72243181  8.12481538  7.72397879
  7.22672881  8.09506027  6.89350838  8.42080456 10.0146656   7.50753946
  8.36716975  8.04880439  7.652342    9.91278516  8.97053881  8.33002164
  6.75851988  6.86326607  9.88510044  6.99062645  6.77787253 10.72653285
  7.20676277  8.27819842  9.43855626  7.75752918  8.11835093  7.63544301
  6.90612599  6.7064632   7.37751875  8.09591221  7.31537687  7.36503753
  9.8879092  10.12301733  7.16770102  7.00655141  8.7848198   7.92835689
  7.96765826  7.70420775  7.85379374  7.96564377  7.91281985  7.32840267
  7.99902914  7.47340781 10.29978058  9.53859686  6.91642008  9.34186107
  6.97836441  7.00202344  7.9764944   9.36274979 11.12721798 13.50495122
 12.17170942 13.74546908 11.21457882 12.06783649 12.03831051 14.12499387
 12.65503171 13.47744784 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
MCC,0.5713623881818716,0.18280462473630904,LogisticRegression,100,"['U57092_at', 'X13461_s_at', 'L11373_at', 'D83243_at', 'U78180_at', 'M30257_s_at', 'AC002045_xpt1_at', 'M80899_at', 'D17793_at', 'U66619_at', 'X62573_at', 'L09229_s_at', 'U90716_at', 'M92303_at', 'S66541_s_at', 'M96739_at', 'U49441_at', 'X57766_at', 'X63657_at', 'L13923_at', 'M97287_at', 'D78012_at', 'M98539_at', 'U08998_at', 'U63455_at', 'J02611_at', 'M34516_r_at', 'U28811_at', 'D13900_at', 'J00073_at', 'Y00414_s_at', 'Z18956_at', 'HG2994-HT4850_s_at', 'X52896_s_at', 'D80004_at', 'M29277_s_at', 'U37673_at', 'HG4460-HT4729_at', 'X76302_at', 'U90912_at', 'D31763_at', 'M17863_s_at', 'L18983_at', 'X69398_at', 'Y07604_at', 'D83018_at', 'U60519_at', 'U22816_at', 'U75276_s_at', 'M74715_s_at', 'HG4011-HT4804_s_at', 'D87445_at', 'D28483_at', 'HG4318-HT4588_s_at', 'AC002115_cds3_at', 'M23379_at', 'U41737_at', 'X74801_at', 'U05291_at', 'U30827_s_at', 'U33448_s_at', 'U41767_s_at', 'HG2566-HT4867_at', 'U82306_at', 'U79667_s_at', 'HG2525-HT2621_at', 'L10333_s_at', 'HG2417-HT2513_at', 'AF005775_at', 'D30756_at', 'Y09616_at', 'D86977_at', 'L14848_s_at', 'X15880_at', 'X69636_at', 'Y10615_at', 'AF002700_at', 'U07563_cds1_at', 'M25667_at', 'X02875_s_at', 'U95740_rna2_at', 'X15882_at', 'D42108_at', 'U51477_at', 'AFFX-CreX-5_at', 'M55593_at', 'D87465_at', 'D43682_s_at', 'D29956_at', 'D14686_at', 'S76475_at', 'S71824_at', 'X14787_at', 'U70867_at', 'U50136_rna1_at', 'L17131_rna1_at', 'S78296_at', 'M73547_at', 'D28124_at', 'U28963_at']","[ 6.44757843  6.4798185   6.57460093  6.64386189  6.58153906  6.61613793
  6.67726757  6.68969328  6.97576798  6.78205552  8.50668192  8.20310953
  8.11449557  7.19679222  7.03084876  7.50183334  8.60918671  7.70977054
  9.58116466  8.3741367   6.90920089  8.38793776  8.46543726 10.95902191
  8.85400359 10.29395091  7.45974582  7.63876961  7.39054355  7.05213084
  8.12113498  8.55300267  8.42219271  7.72243181  8.12481538  7.72397879
  7.22672881  8.09506027  6.89350838  8.42080456 10.0146656   7.50753946
  8.36716975  8.04880439  7.652342    9.91278516  8.97053881  8.33002164
  6.75851988  6.86326607  9.88510044  6.99062645  6.77787253 10.72653285
  7.20676277  8.27819842  9.43855626  7.75752918  8.11835093  7.63544301
  6.90612599  6.7064632   7.37751875  8.09591221  7.31537687  7.36503753
  9.8879092  10.12301733  7.16770102  7.00655141  8.7848198   7.92835689
  7.96765826  7.70420775  7.85379374  7.96564377  7.91281985  7.32840267
  7.99902914  7.47340781 10.29978058  9.53859686  6.91642008  9.34186107
  6.97836441  7.00202344  7.9764944   9.36274979 11.12721798 13.50495122
 12.17170942 13.74546908 11.21457882 12.06783649 12.03831051 14.12499387
 12.65503171 13.47744784 12.61535289 11.82895541]",f_classif,0,0.027233902364969254,ARFF_CNS,60,7129,StratifiedKFold n_splits = 5
